Difficulty	Song Name	Link	Primary Color	Secondary Color	Total Notes	Last Note Time	Fever Fill	Fever Time	Long Notes
32	Nobody can stop me [EXTENDED CUT] (Hard) by Kagetora	/scl/fi/ddv55n5ubz9is1tt92hat/Nobody-can-stop-me-EXTENDED-CUT-Hard-by-Kagetora.txt?rlkey=1491igluoy4lh3tf5xik1dnd2&dl=1	Rush	Vibe	4544	327.919	1393	49.187850	362
32	Overdose (Hard) by Bossfight (feat. Philip Strand)	/scl/fi/5w8i3aj7i94dmwx6jfrae/Overdose-Hard-by-Bossfight-feat.-Philip-Strand.txt?rlkey=z4trryyjq5hnnnuv2l05a5t36&dl=1	Vibe	Flow	2608	216.114	664	32.417100	616
31	Insight (1NS1GHTFUL Remix) (Hard) by Haywyre (Remixed by Fritzy)	/scl/fi/4bild2xz5xtaxqujr4zke/Insight-1NS1GHTFUL-Remix-Hard-by-Haywyre-Remixed-by-Fritzy.txt?rlkey=88wd7b4s503k6m7gp03rvfxp4&dl=1	Vibe	Flow	2042	114.754	637	17.213100	131
31	Astar (Hard) by Kurokotei	/scl/fi/180e7v4zu59lco9lss132/Astar-Hard-by-Kurokotei.txt?rlkey=gtzzq1z05pmd8hsje5eqpe17f&dl=1	Rush	Rush	1730	124.908	532	18.736200	133
31	E-Lectixilent (E-xtended Mix) [EXTENDED CUT] (Hard) by Se-U-Ra	/scl/fi/sq3moyhk2b31lu0jpaisr/E-Lectixilent-E-xtended-Mix-EXTENDED-CUT-Hard-by-Se-U-Ra.txt?rlkey=1oixc1n0lg4jk8a3ib2lslbrg&dl=1	Chill	Rush	6172	363.598	1571	54.539700	1455
31	Insight (Johno's Hell Remix) (Hard) by Haywyre (Remixed by iiJohn0)	/scl/fi/8oc86hz6fupgb1yn8ry52/Insight-Johno-s-Hell-Remix-Hard-by-Haywyre-Remixed-by-iiJohn0.txt?rlkey=8v0dvuwtwsa0lftkm3hfrc75i&dl=1	Chill	Chill	1683	98.603	512	14.790450	147
31	MARENOL (Hard) by LeaF (7eaF)	/scl/fi/sds0hpd1m9sxc1nxtr7mr/MARENOL-Hard-by-LeaF-7eaF.txt?rlkey=l8h029ks3x46shhbqhv51ccy3&dl=1	Flow	Flow	1739	142.315	458	21.347250	364
31	GHOST (2020 Halloween+++++++++ VIP) (Hard) by Camellia	/scl/fi/8kp6n1fy6w0wz0xv1ifv3/GHOST-2020-Halloween-VIP-Hard-by-Camellia.txt?rlkey=ofra0gdcri6nt4mmp4qoeq8t4&dl=1	Chill	Rush	2012	143.101	648	21.465150	69
31	L-Uxor (Hard) by Se-U-Ra	/scl/fi/4dkbnul28vtg3amswdngb/L-Uxor-Hard-by-Se-U-Ra.txt?rlkey=rwpg71t32pzlr5vpkoxbu3rdd&dl=1	Vibe	Beat	1836	118.064	515	17.709600	292
31	Agartha (Hard) by xi (xi_com_giko_31)	/scl/fi/iovaqk5hq1skh8ol6rtqw/Agartha-Hard-by-xi-xi_com_giko_31.txt?rlkey=2jw93k1xj8gh77q48tgv5iqfm&dl=1	Vibe	Chill	2154	166.638	683	24.995700	103
31	Buzzbox76 (Hard) by Camellia	/scl/fi/fvobsxce4ts5uca33c7qr/Buzzbox76-Hard-by-Camellia.txt?rlkey=pp868aj057w2rst8gm5v4cst3&dl=1	Beat	Beat	2339	154.616	726	23.192400	160
31	Enter This Earth Atomosphere (Hard) by Egg Yolk	/scl/fi/ulr50uxg5x8xifwehvvlu/Enter-This-Earth-Atomosphere-Hard-by-Egg-Yolk.txt?rlkey=zd6hxe4wfmst1c2bhaetir972&dl=1	Rush	Rush	2077	151.175	469	22.676250	669
31	Labyrinth in Kowloon: Walled World (Hard) by Camellia	/scl/fi/n9bdy31lvd6s49vy1wuks/Labyrinth-in-Kowloon-Walled-World-Hard-by-Camellia.txt?rlkey=n2033y6dy23r4w34wg7pxb45j&dl=1	Chill	Beat	1927	127.232	502	19.084800	422
31	Mystery Circles Ultra / U.U.F.O. (Hard) by Camellia	/scl/fi/dew9r6vtpc220spzpw6kd/Mystery-Circles-Ultra-U.U.F.O.-Hard-by-Camellia.txt?rlkey=4x22zjvxry7dzg1403px0g5i0&dl=1	Beat	Rush	2261	173.048	666	25.957200	262
31	Double Helix (Hard) by xi (xi_com_giko_31)	/scl/fi/o0ea4xgj22xujnxx9zgkb/Double-Helix-Hard-by-xi-xi_com_giko_31.txt?rlkey=ir4vhply5xqrxqageixsigdp4&dl=1	Vibe	Vibe	2112	154.633	692	23.194950	36
31	Catalinesie (Hard) by MisomyL [MisoilePunch]	/scl/fi/k19w8ouch4ut9gj4fo6ls/Catalinesie-Hard-by-MisomyL-MisoilePunch.txt?rlkey=mruy0a1c7fjkcfkfjd4r2mpl2&dl=1	Rush	Rush	1772	150.148	533	22.522200	174
31	Christmas Frenzy (Hard) by Egg Yolk	/scl/fi/iajmuo61xn7suvh1rqfaf/Christmas-Frenzy-Hard-by-Egg-Yolk.txt?rlkey=9tzszxymq58plyxzb9b11ut4r&dl=1	Rush	Vibe	2084	152.264	598	22.839600	289
31	FREEDOM DiVE (Hard) by xi (xi_com_giko_31)	/scl/fi/prwbtm3gj7ouj96yjg3na/FREEDOM-DiVE-Hard-by-xi-xi_com_giko_31.txt?rlkey=2d7ptbsnzt135bpb9ty05d2yw&dl=1	Vibe	Flow	2621	149.061	793	22.359150	240
31	Mesheer (Hard) by MisoilePunch	/scl/fi/z78tros0jloz67ok0p45v/Mesheer-Hard-by-MisoilePunch.txt?rlkey=61tyez3fn9ojguj0ztu8nidjh&dl=1	Rush	Chill	1920	126.521	579	18.978150	184
31	Galaxy Collapse (Hard) by Kurokotei	/scl/fi/n2p2ryvtbb7nwuru1lf7u/Galaxy-Collapse-Hard-by-Kurokotei.txt?rlkey=61p7h84j04fjuuaz9f8qap29o&dl=1	Rush	Rush	1882	117.536	578	17.630400	149
31	put' l'da [EXTENDED CUT] (Hard) by Camellia	/scl/fi/esmsptbl871eb2tbzvbkl/put-l-da-EXTENDED-CUT-Hard-by-Camellia.txt?rlkey=vntjr2oh8ba5m27al7jp4xje5&dl=1	Vibe	Rush	3178	278.551	981	41.782650	233
31	Area XVIII (Hard) by Ardolf vs. Egg Yolk	/scl/fi/qyak6mj6rsp2ksiav8nvw/Area-XVIII-Hard-by-Ardolf-vs.-Egg-Yolk.txt?rlkey=gsewaiikr3vg5z0x7hor62cmu&dl=1	Flow	Beat	2271	157.932	645	23.689800	337
31	Happy Lucky --> Injection!! (Hard) by brz1128	/scl/fi/nywjasdo9h1ro3cxstz1l/Happy-Lucky-Injection-Hard-by-brz1128.txt?rlkey=vt5jqwcqrqeb251we8e2u55zf&dl=1	Rush	Vibe	1858	116.843	566	17.526450	161
31	ouroVoros (Hard) by Team Grimoire	/scl/fi/q1eofmbp49sh1t3tjgvo4/ouroVoros-Hard-by-Team-Grimoire.txt?rlkey=n5pe037ygmuuon2m0324qbqrq&dl=1	Flow	Beat	1720	145.953	512	21.892950	185
31	Overkill (Hard) by RIOT [Monstercat]	/scl/fi/n67wxui8d082hjxeb4hto/Overkill-Hard-by-RIOT-Monstercat.txt?rlkey=3qcznynods2yru9gqapkpakw2&dl=1	Rush	Vibe	2483	176.469	666	26.470350	486
31	Glitched Character (Hard) by Kobaryo	/scl/fi/8oe12czf1odfbxsxeerch/Glitched-Character-Hard-by-Kobaryo.txt?rlkey=3457r0afay77kp8y2xtpwmrxn&dl=1	Flow	Chill	2713	173.701	727	26.055150	531
31	Sound Chimera (Game Edition) (Hard) by Laur [LAUR1200]	/scl/fi/87ner8iufmg42kukkhcf4/Sound-Chimera-Game-Edition-Hard-by-Laur-LAUR1200.txt?rlkey=v00y3eo0275k0posjnns3ue9j&dl=1	Rush	Rush	2066	133.907	613	20.086050	227
31	Grimoire of Darkness (Hard) by Team Grimoire	/scl/fi/vduzsum00jl8s7qbbyalx/Grimoire-of-Darkness-Hard-by-Team-Grimoire.txt?rlkey=lupt15dk9gp9fj84lfr1va6zq&dl=1	Flow	Flow	1686	129.732	510	19.459800	156
31	Insane (Hard) by Sound Space [Sound Space]	/scl/fi/qjorsttrljomdnf9mdr29/Insane-Hard-by-Sound-Space-Sound-Space.txt?rlkey=tjnxpxqbbck5blmpruvmltb75&dl=1	Rush	Beat	1726	125.377	551	18.806550	72
31	The Observer's Story (Hard) by Chroma	/scl/fi/2606s3e7ybpgut6mm6bxc/The-Observer-s-Story-Hard-by-Chroma.txt?rlkey=8pty0fz17f4i6kkflr38udfsm&dl=1	Vibe	Rush	1972	121.774	467	18.266100	571
31	Work (Hard) by Bossfight	/scl/fi/sma6mh4f8y90pwnic3e1h/Work-Hard-by-Bossfight.txt?rlkey=ios65ea1aie93wkk7cp0rhbq5&dl=1	Flow	Flow	2797	203.483	731	30.522450	602
31	Running Through the Sky are the Wings of a Girl Who Hopes (Hard) by seatrus	/scl/fi/t9wq7u6pjxcjlfvj0lq1k/Running-Through-the-Sky-are-the-Wings-of-a-Girl-Who-Hopes-Hard-by-seatrus.txt?rlkey=qj979qfz84alcw1ok4bef3a4h&dl=1	Chill	Rush	2089	134.385	566	20.157750	392
31	HYPER4ID (Hard) by t+pazolite	/scl/fi/myzkgc8dv3a0zgho31hr8/HYPER4ID-Hard-by-t-pazolite.txt?rlkey=up0pljo5kbvoomakfllwuljys&dl=1	Flow	Beat	1663	115.835	404	17.375250	452
31	Brilliant & Shining! (Hard) by Halv	/scl/fi/97g1peijekvxu0k106kp9/Brilliant-Shining-Hard-by-Halv.txt?rlkey=cpo3e9j548o3c79f2yq7v1abt&dl=1	Rush	Vibe	1954	125.518	519	18.827700	397
31	Infinity Heaven (Hard) by HyuN	/scl/fi/3oh4ebeglyj5kdoxfgnnu/Infinity-Heaven-Hard-by-HyuN.txt?rlkey=1tic6bivtex8t6k55h1qarhwb&dl=1	Flow	Chill	1553	147.559	480	22.133850	112
31	THE SERVANT OF EVIL (Hard) by HyuN vs JP-8 Eater	/scl/fi/1rtoar87f9z6savhscpxa/THE-SERVANT-OF-EVIL-Hard-by-HyuN-vs-JP-8-Eater.txt?rlkey=od3893x5cx9r7nuhu3sp5cxxi&dl=1	Rush	Vibe	1446	123.620	445	18.543000	112
31	Lapisalice (Hard) by Reku Mochizuki	/scl/fi/f9odvagn3l0vll16dz5t4/Lapisalice-Hard-by-Reku-Mochizuki.txt?rlkey=8x4uqvj4akqvlr204nduxg9uo&dl=1	Chill	Chill	2805	166.481	627	24.972150	923
31	Twin Skies (Hard) by Synthion	/scl/fi/j29oeaf09yjo0i77dzpse/Twin-Skies-Hard-by-Synthion.txt?rlkey=yhtflrloewdkrngi29ilr20t6&dl=1	Beat	Chill	1907	159.549	477	23.932350	475
31	kang-fu neko punch!! (Hard) by AAAA	/scl/fi/6azsn71v6ho1dr8dtp7bq/kang-fu-neko-punch-Hard-by-AAAA.txt?rlkey=exjrs5774292owtq1e1ykblck&dl=1	Rush	Vibe	2381	181.311	625	27.196650	505
31	2NITE (Hard) by nanobii	/scl/fi/ldzofk416dzsb0rb672sa/2NITE-Hard-by-nanobii.txt?rlkey=o63mvwt9f4r6n1a36ebdviky5&dl=1	Flow	Beat	2312	181.111	644	27.166650	380
31	ATENA (Hard) by Yooh	/scl/fi/wezw9923qtk9zdttbueo3/ATENA-Hard-by-Yooh.txt?rlkey=65mw342q7t0zvg9t1vi3a0gjw&dl=1	Beat	Chill	1893	136.370	628	20.455500	8
31	Diva (Hard) by Juggernaut	/scl/fi/wsnpkrud86mykig09kfdx/Diva-Hard-by-Juggernaut.txt?rlkey=0bclw3kkj8l9o4ir5kjp5yfs2&dl=1	Beat	Rush	3525	195.779	932	29.366850	727
30	Evanescent (Hard) by LeaF (7eaF)	/scl/fi/wj115t6eumig2oqhtmb22/Evanescent-Hard-by-LeaF-7eaF.txt?rlkey=p3n6kbs8gmhqrqgzky7zm6hma&dl=1	Vibe	Rush	1734	123.948	514	18.592200	193
31	Moonflutter (Hard) by Reku Mochizuki	/scl/fi/f3ui1wwln438dcdzt3ohq/Moonflutter-Hard-by-Reku-Mochizuki.txt?rlkey=mfpvppted7xrojzsy1xlux25a&dl=1	Vibe	Vibe	3221	176.668	706	26.500200	1101
30	Afterwars -Infection- (Hard) by Se-U-Ra	/scl/fi/bmda6k8x7o5f2y7ohhuac/Afterwars-Infection-Hard-by-Se-U-Ra.txt?rlkey=r3jvt8rog4r6wupt1xk46bfki&dl=1	Beat	Rush	1394	101.025	382	15.153750	249
30	#include <signal.h> (Hard) by Kurokotei	/scl/fi/ur8axur7yitqcbfms79b8/include-signal.h-Hard-by-Kurokotei.txt?rlkey=wvi9z4lhmnmc81ygdxm9wldv9&dl=1	Vibe	Flow	2239	167.840	716	25.176000	90
30	Aiyatvs (Hard) by Se-U-Ra	/scl/fi/49be4c9ifplxzmlhdwuxe/Aiyatvs-Hard-by-Se-U-Ra.txt?rlkey=kuoljz4twz1pzofadyzjzkkbk&dl=1	Vibe	Vibe	1555	110.790	482	16.618500	109
30	F-Rozenette (Hard) by Se-U-Ra	/scl/fi/nwwpbzvita5wxpilvvpgj/F-Rozenette-Hard-by-Se-U-Ra.txt?rlkey=tttsw9eltekuupxl61qp0sz8r&dl=1	Flow	Rush	1939	128.338	532	19.250700	344
30	Hold Me, Magic (Hard) by AKORINGO [Nash Music Library]	/scl/fi/z82k9iu33o34l2188nfzk/Hold-Me-Magic-Hard-by-AKORINGO-Nash-Music-Library.txt?rlkey=hq94lh7srwrcy2hlex965aieh&dl=1	Flow	Rush	2235	148.648	616	22.297200	386
30	Everything Will Freeze (Classic Map) [EXTENDED CUT] (Hard) by UNDEAD CORPORATION	/scl/fi/5yjm7lpbth5jmhdgwjhc2/Everything-Will-Freeze-Classic-Map-EXTENDED-CUT-Hard-by-UNDEAD-CORPORATION.txt?rlkey=xhytlnggkq3ud9nhc7vfm1hk3&dl=1	Flow	Rush	2088	135.436	651	20.315400	135
30	Lovely My Prince (Hard) by AKORINGO [Nash Music Library]	/scl/fi/jjjt3k9o7ff9bwc809eou/Lovely-My-Prince-Hard-by-AKORINGO-Nash-Music-Library.txt?rlkey=bsm53j6b7b70spbwctwjkbdu7&dl=1	Rush	Rush	2863	162.367	681	24.355050	818
30	Chronostasis (Hard) by Kurokotei	/scl/fi/o3fcyczebabdjye4kp4jj/Chronostasis-Hard-by-Kurokotei.txt?rlkey=fu4oetinx4e7elydbim9xa8mf&dl=1	Vibe	Rush	1752	137.508	581	20.626200	9
30	FREEDOM DiVE (Classic Map) [EXTENDED CUT] (Hard) by xi (xi_com_giko_31)	/scl/fi/0dr8tcybdkwxj1yef5oho/FREEDOM-DiVE-Classic-Map-EXTENDED-CUT-Hard-by-xi-xi_com_giko_31.txt?rlkey=w6n2jmda9akpluce3ryi3dirj&dl=1	Vibe	Flow	2329	146.842	744	22.026300	97
30	HazArtOth (Hard) by Se-U-Ra	/scl/fi/lcr4lq27p9vca02486ugn/HazArtOth-Hard-by-Se-U-Ra.txt?rlkey=yzhvx8ky43e15uthejm31iue4&dl=1	Chill	Vibe	1861	123.888	525	18.583200	286
30	supernova (Hard) by matthieumusic	/scl/fi/lccl1z9hk38yr2n97sb87/supernova-Hard-by-matthieumusic.txt?rlkey=en0f71l7bgv98m092jybvft7v&dl=1	Vibe	Beat	2119	142.668	664	21.400200	127
30	Poison AND/OR Affection (Hard) by LeaF (7eaF)	/scl/fi/pcyp9s076eg95xctqjsle/Poison-ANDOR-Affection-Hard-by-LeaF-7eaF.txt?rlkey=y44l5i9cog0jdiykgakyigknl&dl=1	Flow	Flow	1745	123.656	483	18.548400	297
30	Kyouki Ranbu (Hard) by LeaF (7eaF)	/scl/fi/jn12jyj0zhf8y6ea1qcz8/Kyouki-Ranbu-Hard-by-LeaF-7eaF.txt?rlkey=4gdcur2kpbambajb55dxqzspz&dl=1	Flow	Chill	2407	153.630	672	23.044500	390
30	M1LLI0N PP (Hard) by Camellia	/scl/fi/p6qcs3en0id96nht3d5fo/M1LLI0N-PP-Hard-by-Camellia.txt?rlkey=1dgch3r6petyska6jl3ah06c7&dl=1	Beat	Rush	2339	164.792	643	24.718800	409
30	Artificial Intelligence Bomb (Egg Yolk Remix) (Hard) by Egg Yolk (Original song by naruto2413)	/scl/fi/tn2yrv6nyp2wpgmikzkmx/Artificial-Intelligence-Bomb-Egg-Yolk-Remix-Hard-by-Egg-Yolk-Original-song-by-naruto2413.txt?rlkey=6iwljhdif1t05j0ov57i3riq0&dl=1	Rush	Beat	1889	149.831	606	22.474650	70
30	Rebound (Hard) by Egg Yolk	/scl/fi/28p3qwqjgm48d54lcara9/Rebound-Hard-by-Egg-Yolk.txt?rlkey=8daytsxqkd2e1rzm22lzqxo5c&dl=1	Rush	Beat	2529	177.208	523	26.581200	959
30	On Channel 13: The tv room Mashup [EXTENDED CUT] (Hard) by tv room (Arranged by Arctificial)	/scl/fi/sv25rggd9hip0bfg43jfk/On-Channel-13-The-tv-room-Mashup-EXTENDED-CUT-Hard-by-tv-room-Arranged-by-Arctificial.txt?rlkey=h6eyvcy1ahbg5u0o3zdngvut5&dl=1	Vibe	Vibe	4328	377.671	1131	56.650650	933
30	retro raceway (Hard) by matthieumusic	/scl/fi/rf074d49z0ritq5969a77/retro-raceway-Hard-by-matthieumusic.txt?rlkey=opygduubewmp871ucws318kbl&dl=1	Vibe	Beat	2187	146.037	543	21.905550	558
30	Halcyon (Hard) by xi (xi_com_giko_31)	/scl/fi/jg9si6n1iverqa5erzhn4/Halcyon-Hard-by-xi-xi_com_giko_31.txt?rlkey=dt7ss977k5mrch1ueficf4z5n&dl=1	Vibe	Beat	2333	192.000	677	28.800000	301
30	Ludicrous Speed (Hard) by F-777	/scl/fi/4zadniywd2n1r05a88rvg/Ludicrous-Speed-Hard-by-F-777.txt?rlkey=41w4agk8oakfciusvvldu6s4z&dl=1	Chill	Rush	2126	132.428	514	19.864200	584
30	Myths You Forgot (Hard) by Camellia feat. Toby Fox	/scl/fi/f82go9tq88u4ixmt839nr/Myths-You-Forgot-Hard-by-Camellia-feat.-Toby-Fox.txt?rlkey=9p4u0seawnm61zob4v7r8muve&dl=1	Chill	Vibe	2244	179.833	620	26.974950	385
30	RoBeats Halloween 2021 Mashup! [EXTENDED CUT] (Hard) by Various artists (Arranged by poscle and ZirconEscalus)	/scl/fi/467tuexny9b8amks0vr9h/RoBeats-Halloween-2021-Mashup-EXTENDED-CUT-Hard-by-Various-artists-Arranged-by-poscle-and-ZirconEscalus.txt?rlkey=vceacwb4hz50pah98z1jp6cm7&dl=1	Flow	Beat	4449	409.149	1208	61.372350	822
30	SPEEDCORE BOMB (Hard) by oatsig & got1butter (Original song by naruto2413)	/scl/fi/nb3o5sh6oma7n66uvcjgv/SPEEDCORE-BOMB-Hard-by-oatsig-got1butter-Original-song-by-naruto2413.txt?rlkey=4kg8wc110374lzsidyj8qlhm5&dl=1	Beat	Flow	2452	195.213	817	29.281950	1
30	Arcology On Permafrost [EXTENDED CUT] (Hard) by Camellia	/scl/fi/zp4m6b1fgp86ht3yr4xid/Arcology-On-Permafrost-EXTENDED-CUT-Hard-by-Camellia.txt?rlkey=r7yo4yfq2gs8bhsjnxm1qg93b&dl=1	Chill	Chill	3381	268.017	1008	40.202550	354
30	Armageddon (Hard) by LeaF (7eaF)	/scl/fi/237gdyfxmsowdwy8gbdj7/Armageddon-Hard-by-LeaF-7eaF.txt?rlkey=5cyxw8g5juwitu2pjf1d197q5&dl=1	Rush	Beat	2247	146.443	654	21.966450	284
30	Daydream (Album Extended ver.) [EXTENDED CUT] (Hard) by RiraN	/scl/fi/1crlt3km1khqhkfc8z7zq/Daydream-Album-Extended-ver.-EXTENDED-CUT-Hard-by-RiraN.txt?rlkey=xxgxy73b8wzqs01w3tqzvlukz&dl=1	Vibe	Vibe	3845	248.240	1041	37.236000	721
30	Everything Will Freeze (Hard) by UNDEAD CORPORATION	/scl/fi/1an668a9htaake4xdhs38/Everything-Will-Freeze-Hard-by-UNDEAD-CORPORATION.txt?rlkey=oc3xdb8ebr1xwp0qwcswxejrp&dl=1	Flow	Rush	3046	193.365	951	29.004750	192
30	Find My Way (Hard) by Similar Outskirts	/scl/fi/j62lupo4hk8iifricknah/Find-My-Way-Hard-by-Similar-Outskirts.txt?rlkey=iokuianxd6p9bvu2z4dhfl60z&dl=1	Chill	Vibe	1349	107.493	409	16.123950	122
30	Inferno City (Hard) by Ponchi feat. haxchi [MisoilePunch]	/scl/fi/i9h83vymwfzbzeaqmxhcm/Inferno-City-Hard-by-Ponchi-feat.-haxchi-MisoilePunch.txt?rlkey=04j14x03eql5rn9ialgcndc42&dl=1	Rush	Beat	1768	117.209	562	17.581350	83
30	LosTear'n HeriX (Hard) by MisoilePunch ~with siromaru~	/scl/fi/4c33fxjv3olp5vzhrp2c0/LosTear-n-HeriX-Hard-by-MisoilePunch-with-siromaru.txt?rlkey=p15b7ojf29xewn18tvktk6hbj&dl=1	Beat	Beat	1818	130.767	531	19.615050	225
30	MeTear'n TruX (Hard) by MisoilePunch ~with pan~	/scl/fi/d5r9vyycmxz6bqsnt26xw/MeTear-n-TruX-Hard-by-MisoilePunch-with-pan.txt?rlkey=lez0einvjv03kjju1ej9p72gj&dl=1	Beat	Vibe	2285	147.762	698	22.164300	191
30	No Antidote (Hard) by UNDEAD CORPORATION	/scl/fi/6p7r0vd40h8sljteic7cv/No-Antidote-Hard-by-UNDEAD-CORPORATION.txt?rlkey=a10767eqdpu34k56znclrpidn&dl=1	Beat	Vibe	1647	97.983	504	14.697450	134
30	Oceanus (Hard) by brz1128	/scl/fi/zlskuf3vsr8dp66muy1ti/Oceanus-Hard-by-brz1128.txt?rlkey=fqi3tg86fyg2a1retpuyb3j5h&dl=1	Chill	Beat	1498	108.876	447	16.331400	157
30	Eternal Ending (Hard) by Kobaryo	/scl/fi/gt6b2bqq5fqn31k9bbx7g/Eternal-Ending-Hard-by-Kobaryo.txt?rlkey=dbx73qbsgjsqol9hvxwdr439k&dl=1	Chill	Rush	1666	118.297	470	17.744550	255
30	stanciara (Hard) by brz1128 vs. M-UE	/scl/fi/dyix9u8gxf9xbhvo3rymz/stanciara-Hard-by-brz1128-vs.-M-UE.txt?rlkey=t6sj18zkh5u73nzfu0fjy2fhq&dl=1	Beat	Vibe	2004	125.612	550	18.841800	354
30	Back Out (Hard) by RiraN	/scl/fi/xxrl0430y4z42vcvri9oz/Back-Out-Hard-by-RiraN.txt?rlkey=qkb43pka0im4cg5y8967gi1z8&dl=1	Rush	Flow	2210	131.002	584	19.650300	457
30	G1ll35 D3 R415 (Hard) by Team Grimoire	/scl/fi/1rptqrkjn9mdbh2hed89r/G1ll35-D3-R415-Hard-by-Team-Grimoire.txt?rlkey=xbzqn1gvds4tx3y269bywhv80&dl=1	Rush	Rush	2030	149.208	632	22.381200	135
30	Guardian Of The Flower Offering (Hard) by Chroma	/scl/fi/a9w41ec4m31397ujymwqj/Guardian-Of-The-Flower-Offering-Hard-by-Chroma.txt?rlkey=tm30xyc567hyg75cvksa3swrc&dl=1	Vibe	Beat	1457	115.670	427	17.350500	176
30	SYSTEM ERROR (Hard) by Laur [LAUR1200]	/scl/fi/7stujwdwk6k4513de6srj/SYSTEM-ERROR-Hard-by-Laur-LAUR1200.txt?rlkey=kkao3dupu1m0eaiqxisyjkwey&dl=1	Vibe	Beat	1845	124.780	603	18.717000	37
30	The City Where The Rainbow Ends [EXTENDED CUT] (Hard) by Silentroom & yadrigg	/scl/fi/tbxs1cs5slh7qcy6xfkk0/The-City-Where-The-Rainbow-Ends-EXTENDED-CUT-Hard-by-Silentroom-yadrigg.txt?rlkey=uzrjc54zzak0fcvqap54po2zf&dl=1	Vibe	Chill	3370	332.213	869	49.831950	762
30	Viral Cleric (Hard) by seatrus	/scl/fi/3vzvhlod4ew4qkh3c3qfb/Viral-Cleric-Hard-by-seatrus.txt?rlkey=g9qhamincuwopoj8wv1h5iavi&dl=1	Chill	Vibe	2949	187.202	792	28.080300	573
30	Oyasmy (Hard) by seatrus	/scl/fi/gpclyg47pqlijxcij6x84/Oyasmy-Hard-by-seatrus.txt?rlkey=h4bi522i52aclmad5e697tshd&dl=1	Flow	Beat	1815	136.622	510	20.493300	284
30	Memory of Summer Days (Hard) by Halv	/scl/fi/9yt0nvcfuk0623qm0ax55/Memory-of-Summer-Days-Hard-by-Halv.txt?rlkey=qrvheofvpik6o8wyijlbdqwz9&dl=1	Chill	Beat	1912	138.010	567	20.701500	211
30	This Club is Not 4 U (Hard) by EmoCosine	/scl/fi/vj80o94ie57m7cbngwm9t/This-Club-is-Not-4-U-Hard-by-EmoCosine.txt?rlkey=c5cl2cp46bc7734y5fzcp6npl&dl=1	Vibe	Beat	2000	132.010	526	19.801500	423
30	Romanesque (Hard) by Halv	/scl/fi/oerjvhfzmitw85evnduha/Romanesque-Hard-by-Halv.txt?rlkey=z1svm5qmq74q83lra8f4fu4p3&dl=1	Rush	Flow	2201	137.410	617	20.611500	349
30	Unlimited Power (Game Edition) (Hard) by USAO	/scl/fi/vbpzjiewv589xpl5wqjno/Unlimited-Power-Game-Edition-Hard-by-USAO.txt?rlkey=9upt3lhlo0zaui9s7tezeczl7&dl=1	Chill	Vibe	1947	123.785	523	18.567750	379
29	Critical Fort-Less (Hard) by Se-U-Ra	/scl/fi/xt01xp5r7d10nztt2w5ez/Critical-Fort-Less-Hard-by-Se-U-Ra.txt?rlkey=qq4fgn5fmhn70mjmebtcrrp98&dl=1	Vibe	Flow	1706	109.311	434	16.396650	405
29	Hate The Most (Hard) by RiraN	/scl/fi/ob0s5ycplepdncl94anig/Hate-The-Most-Hard-by-RiraN.txt?rlkey=oeyh7qdephxxbltt182tgstut&dl=1	Vibe	Rush	2234	151.431	585	22.714650	479
30	LiFE Garden (Hard) by Yooh	/scl/fi/eiorxeqyajkf4xqw9dhff/LiFE-Garden-Hard-by-Yooh.txt?rlkey=hzeowll2cbry0k9lvp77yi0me&dl=1	Vibe	Rush	2705	174.957	901	26.243550	0
30	LOLLY [EXTENDED CUT] (Hard) by you	/scl/fi/6dc4pb1fxrz8dl65oerdd/LOLLY-EXTENDED-CUT-Hard-by-you.txt?rlkey=1ewsamlbrc2sx2098puypvj3d&dl=1	Rush	Rush	3408	247.712	847	37.156800	865
29	Lyrith (Hard) by LeaF (7eaF)	/scl/fi/sfulnyatttmzu37ubm3g9/Lyrith-Hard-by-LeaF-7eaF.txt?rlkey=5c8jfa5np0e9d15mf1a1pol99&dl=1	Vibe	Beat	1876	143.876	523	21.581400	306
29	Report 4: New World (Hard) by coda	/scl/fi/azuwzdpgrdqu3tm0rm3qg/Report-4-New-World-Hard-by-coda.txt?rlkey=w6qntrvtszjtpsjpke8ngbc4y&dl=1	Chill	Chill	1583	127.062	485	19.059300	128
29	AI Bomb on vocal (revision 2) (Hard) by naruto2413 (feat. Aya Majiro)	/scl/fi/ksx81f90qd5t4i2ilk1xp/AI-Bomb-on-vocal-revision-2-Hard-by-naruto2413-feat.-Aya-Majiro.txt?rlkey=txhez963rqz3tpzjx98tyhq8i&dl=1	Beat	Chill	2282	159.784	656	23.967600	315
29	Be My Time Machine (Hard) by tv room	/scl/fi/07mows7o0t9uve9p2llfs/Be-My-Time-Machine-Hard-by-tv-room.txt?rlkey=utwzzwn5g5zud2ik2olzg7ug6&dl=1	Rush	Rush	1502	126.083	416	18.912450	255
29	Will There Really Be A Morning? (Hard) by tv room	/scl/fi/w5rrrkqhajppv9wq7hh2f/Will-There-Really-Be-A-Morning-Hard-by-tv-room.txt?rlkey=f3uf0ipjavwxgd7u6y412kcsv&dl=1	Vibe	Chill	1683	129.975	472	19.496250	266
